요리명,재료(계량 포함),재료,레시피,관련 질환,질환별 추천 식재료
고구마 경단,"고구마 50g, 카스텔라 20g, 우유 5g, 버터 2g, 꿀 3g, 건포도 20g, 소금 적당량","꿀, 소금, 카스텔라, 버터, 우유, 건포도, 고구마","1. 고구마를 찜통에 찐다.2. 고구마의 껍질을 벗기고 체에 곱게 내린다.3. 카스텔라는 윗면의 갈색 부분을 잘라내고 믹서에 곱게 갈아 가루로 만든다.4. 2에 우유와 버터, 꿀, 소금을 넣고 섞어 반죽한다.5. 3의 반죽 속에 건포도를 1~2개 넣고 경단을 만든다.6. 경단에 카스텔라 가루를 묻힌다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
두부 깻잎 과자,"두부 30g, 깻잎 10g, 밀가루박력분 10g, 베이킹파우더 2g, 설탕 10g, 달걀 20g, 검은깨 3g, 소금적당량","설탕, 베이킹파우더, 검은깨, 두부, 달걀, 소금, 밀가루박력분, 깻잎","1. 두부는 면보를 이용해 물기를 꼭 짠 후 곱게 으깬다.2. 밀가루와 베이킹파우더를 섞어 체에 내린다.3. 으깬 두부를 볼에 담고 설탕, 달걀, 검은깨를 넣고 거품기로 잘 저어준다.4. 3에 채 썬 깻잎을 넣은 뒤 2의 밀가루를 넣어 반죽한다.5. 도마에 밀가루를 살짝 뿌리고 4를 밀대로 2mm 두께로 민 뒤 너비 1cm, 길이 4cm의 직사각형으로 자른다.6. 자른 반죽을 오븐팬에 올려 180℃로 예열된 오븐에 10분간 굽는다.",빈혈,육류 돼지고기 쇠고기 양고기 말고기 염소고기 간 계란 노른자 아몬드 잣 호두 호박씨 해바라기씨 땅콩 참깨 굴 미역 꽁치 동태 생선 키위 시금치 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 콩 강낭콩 순무 아스파라거스  고기 꽁치 동태 생선 달걀 콩 두부 두유 치즈 간 굴 정어리 분유 계란 달걀 계란 노른자 귤 과일 채소
두부양갱,"치자 2g, 백련초가루 1g, 두부 30g, 한천 2g, 설탕 10g, 물 40g","한천, 치자, 설탕, 물, 두부, 백련초가루","1. 치자를 따뜻한 물에 담궈 색을 우려내고, 백련초가루는 물에 푼다.2. 두부는 면보에 물기를 짠 뒤 칼로 으깬다.3. 두 개의 냄비에 한천을 필요량 만큼 넣고 1을 각각 넣고 30분 정도 불린다.4. 3에 으깬 두부를 반씩 나누어 넣고 설탕을 넣은 뒤 골고루 섞는다.5. 4를 모양 틀에 넣고 냉장고에서 굳힌다.6. 양갱이 굳으면 틀 째 미지근한 물에 담궈 뒤집어 뺸다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
멸치 누룽지과자,"밥 70g, 잔멸치 20g, 통깨 5g, 설탕 5g","통깨, 설탕, 잔멸치, 밥","1. 잔멸치는 잡티를 제거하고 기름을 두르지 않은 팬에서 살짝 볶는다.2. 고슬고슬하게 지은 밥에 1과 통깨, 설탕을 넣고 골고루 섞는다.3. 사각 틀에 2를 넣고 랩을 씌워 밀대로 평평하게 민다.4. 3을 바람이 잘 통하는 곳에서 건조 시킨다.5. 175℃로 예열된 오븐에 4를 넣고 밥이 바삭해질 때 까지 굽는다.6. 먹기 좋은 크기로 부숴 접시에 담고 설탕을 뿌린다.",간염,바지락 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 닭고기 밥 떡 감자 고구마 과일 채소 닭가슴살 살코기 꽁치 동태 생선 계란 두부 콩
복숭아 화채,"오미자 5g, 천도복숭아 30g, 배 10g, 설탕 10g, 물 45g, 잣 1g 설탕시럼 설탕과 물을 동량으로 하여 중불에서 서서히 녹인다. 기호에 맞게 만든다.","천도복숭아, 설탕, 물, 잣 1g 설탕시럼 설탕과 물을 동량으로 하여 중불에서 서서히 녹인다. 기호에 맞게 만든다., 오미자, 배",1. 오미자에 7배의 물에 8시간 담궈 맛과 색이 우러나도록 한다.2. 천도복숭아는 사방 0.5cm의 주사위모양으로 썰어 설탕을 뿌려 30분 정도 절인다.3. 배를 모양 틀로 찍어 0.3cm 두께로 썰어 설탕에 절인다.4. 오미자 국물을 면보에 거르고 시럽으로 단맛을 맞춘다.5. 4에 복숭아와 배를 넣는다.6. 5에 잣과 얼음을 띄운다.,당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
사과 포도주스 조림,"사과 60g, 포도주스 60g, 계피가루 2g, 아이스크림 30g","포도주스, 아이스크림, 사과, 계피가루",1. 사과씨를 통째로 제거한다.2. 1을 2cm 두께로 썬다.3. 냄비에 사과와 포도주스를 넣고 중불에서 서서히 졸인다.4. 졸여진 사과를 냉장고에 넣어 시원하게 한다.5. 접시에 사과를 담고 계피가루를 뿌린다.6. 5에 아이스크림을 떠서 위에 얹는다.,당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
구슬 파스타,"돼지호박파리지엔 5g, 당근파리지엔 5g, 무파리지엔 5g, 당근파리지엔 5g, 가지파리지엔 5g, 단호박파리지엔 5g, 스파게티면 60g, 양파 10g, 베이컨 10g, 마늘 2g, 달걀노른자 5g, 생크림 5g, 파마산치즈 2g, 파슬리다진것 1g, 소금적당량, 흰후추적당량","파마산치즈, 무파리지엔, 베이컨, 달걀노른자, 파슬리다진것, 당근파리지엔, 돼지호박파리지엔, 소금, 생크림, 마늘, 단호박파리지엔, 흰후추, 양파, 스파게티면, 가지파리지엔","1. 메론볼러로 파낸 호박, 당근, 무, 가지를 데친다.2. 냄비에 물, 소금, 기름을 약간 넣고 끓인 뒤 스파게티면을 넣고 잘 풀어지도록 삶는다.3. 스파게티 면을 체에 걸러 올리브오일을 약간 넣고 섞어 면이 서로 달라 붙지 않도록 한다.4. 달군 소스 팬에 버터나 기름을 두르고 베이컨을 넣고 기름이 베어나올 때까지 볶은 뒤 3을 넣고 뜨거워질때 까지 볶는다.5. 4에 1의 야채를 넣고 달걀노른자에 생크림과 파마산치즈를 섞어 넣어준 뒤 달걀이 덩어리지지 않도록 살짝 익혀 소금 후추로 간한다.6. 기호에 따라 다진 파슬리와 파마산치즈를 뿌린다.7. 기호에 따라 다진 파슬리와 파마산치즈를 뿌려서 뜨거운 접시에 낸다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
김치떡,"메밀가루 20g, 찹쌀가루 20g, 밀가루 20g, 물 20g, 소금적당량 [소재료] 김치 20g, 오징어 30g [양념] 설탕 5g, 깨소금 1g, 파다진것 4g, 마늘다진것 3g, 참기름 1g","메밀가루, 찹쌀가루, 물, 참기름, 마늘다진것, 밀가루, 오징어30g설탕, 파다진것, 깨소금, 소금적당량김치","1. 메밀가루, 밀가루, 찹쌀가루에 소금을 넣어 체에 내린 뒤 끓는 물을 넣어 익반죽한다.2. 김치는 송송 썰고 오징어는 껍질을 벗겨 굵게 다진다.3. 가열된 팬에 기름을 두르고 김치를 볶은 다음 오징어를 넣고 볶아 식힌다.4. 반죽을 떼어 10cm 둥근 모양으로 빚은 다음 가운데에 3을 넣고 반달모양으로 접어 모양을 만든다.5. 김이 오른 찜통에 면보를 깔고 14분간 찐 다음 5분 정도 뜸을 들인다.6. 한 김 식힌 뒤 접시에 담아낸다.",천식,꽁치 동태 생선 간 녹황색 채소 감귤 귤 잣 호두 해바라기씨 호박씨 소맥배아유 참기름 들기름 곡류 우유 유제품 멸치 말린새우 톳 파래 미역 매생이 미역 다시마 푸른 채소 채소 소맥배아
김치 쌈밥,"익은 배추김치 30g, 달걀 20g, 김 3g, 실파 10g, 밥 100g [밥 양념] 참기름 1g, 깨소금 1g, 소금 0.5g [배추김치 양념]설탕 3g, 참기름 0.5g","실파, 참기름, 달걀, 소금0.5g설탕, 익은배추김치, 깨소금, 밥100g참기름, 김","1. 익은 김치는 속을 털어내고 살짝 씻어 잎만 준비하여 설탕, 참기름으로 양념한다.2. 달걀은 황, 백 지단을 부쳐 폭 1cm, 길이 6cm 정도로 썰고, 김도 같은 크기로 자른다.3. 실파를 데친다.4. 밥이 뜨거울 때 소금, 깨소금, 참기름을 넣고 고루 섞어 먹기 좋은 크기로 꼭꼭 뭉친다.5. 배추김치 잎을 넓게 펴서 주먹밥을 얹고 감싼 후 김,황백지단을 띠처럼 두르고 데친 실파로 묶는다.6. 5에 김, 황백지단을 띠처럼 두르고 데친 실파로 묶는다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
누룽지 피자,"잡곡밥흑미 검은콩 50g, 피자치즈 20g, 양파 10g, 청 피망 8g, 홍 피망 8g, 양송이 10g, 햄 5g, 캔옥수수 10g, 실파 5g[피자소스] 마늘다진것 2g, 양파다진것 5g, 쇠고기다진것 5g, 토마토케첩 8g, 설탕 3g, 간장 1g, 소금적당량, 후춧가루 적당량","설탕, 햄, 실파5g마늘다진것, 후춧가루, 쇠고기다진것, 소금, 양파다진것, 홍피망, 양파, 양송이, 잡곡밥흑미검은콩, 캔옥수수, 피자치즈, 청피망, 간장, 토마토케첩","1. 잡곡밥에 소량의 물을 넣고 밥알을 풀어준다.2. 기름을 두르지 않은 팬에 1을 0.4cm두께로 노릇하게 양면을 굽는다.3. 양파와 청, 홍피망, 햄은 적당한 크기로 썰고 캔 옥수수는 물기를 뺀다.4. 냄비에 식용유를 두르고 다진 마늘과 다진 양파, 다진 소고기를 넣고 볶은 뒤 토마토 케첩과 물을 약간 넣어 졸이면서 설탕, 간장, 후춧가루로 간한다.5. 누룽지에 4를 골고루 펴 바르고 그 위에 토핑 재료, 피자치즈, 송송 썬 실파를 뿌린다.6. 5번을 예열된 오븐에 굽는다.",고혈압,쑥갓 당근 감잎 감 즙 샐러리 미나리 다시마 양파 완두콩 꽁치 동태 생선
단호박 새우찜,"단호박작은것 125g, 잔새우살다진것 20g, 두부 20g, 건표고버섯 10g, 청피망다진것 10g, 홍피망다진것 10g, 실파 5g, 밀가루 8g, 마늘 3g, 깨소금 1g, 참기름 1g, 소금 1g, 흰후춧가루 1g","실파, 참기름, 홍피망다진것, 잔새우살다진것, 밀가루, 두부, 청피망다진것, 소금, 흰후춧가루, 건표고버섯, 깨소금, 마늘, 단호박작은것","1. 단호박은 표면을 깨끗하게 씻어 물기를 제거하고 꼭지 부분의 윗면을 자르고 수저로 속을 파낸 후 소금을 뿌려 놓는다.2. 새우살은 다지고 두부는 면보로 싸서 물기를 제거하고 곱게 으깨고 불린 건표고버섯과 청, 홍피망은 곱게 다지고 실파는 송송 썬다.3. 2의 재료를 한 데 섞고 소금, 다진 마늘, 깨소금, 참기름, 흰 후춧가루를 넣고 양념하여 소를 만든다.4. 1의 내부에 수분을 제거한다.5. 4의 안쪽에 밀가루를 살짝 뿌리고 밀가루가 골고루 잘 묻도록 한다.6. 준비된 소를 채운 후 잘라둔 꼭지 부분의 뚜껑을 덮어 김 오른 찜통에 20분가량 찐 뒤 4~6등분 하여 낸다.",아토피성 피부염,채소 과일 브로콜리 케일 채소 귤 사과 배 쌀 보리 현미 녹두 팥 우리밀 콩 검은콩 두부 두유 된장 청국장 명태 조기 갈치 오징어 멸치동태 대구 낙지 문어 굴 해삼 조개 멸치 흰살 꽁치 동태 생선 올리브기름 참기름 들기름 올리브유 강낭콩
두부 샌드위치,"두부 80g, 키위 20g, 오렌지 20g, 토마토 20g, 바나나 20g, 사과 20g, 꿀 10g, 소금적당량, 식용유 5g","꿀, 사과, 오렌지, 키위, 두부, 소금, 식용유, 토마토, 바나나",1. 두부는 3cm 주사위모양으로 썰고 소금을 뿌려 간을 한다.2. 과일은 5mm 주사위모양으로 썬 뒤 꿀을 넣고 버무린다.3. 기름을 두른 팬에 1을 넣고 5면을 노릇하게 지진 뒤 종이타월로 기름기를 제거한다.4. 3의 지지지 않은 한 쪽 면을 숟가락을 이용해 뚫리지 않게 조심스럼게 파낸다.5. 속을 파낸 두부에 2를 채워 넣는다.6. 민트로 장식한다,뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
라이스페이퍼 새우롤,"새우 20g, 홍피망 5g, 팽이버섯 5g, 숙주 15g, 무순 3g, 상추 5g, 차이브 5g, 쌀국수가는것 15g, 라이스페이퍼 20g[새콤 달콤 소스] 양파 5g, 마늘 1g, 홍고추 1g, 청고추 1g, 물전분 약간, 물 약간, 식초 3g, 설탕 1g, 고추기름 약간","숙주, 상추, 홍고추, 설탕, 라이스페이퍼20g양파, 물, 차이브, 무순, 팽이버섯, 식초, 고추기름, 새우, 홍피망, 물전분, 마늘, 청고추, 쌀국수가는것","1. 새우는 끓는 물에 대친 뒤 찬물에 담궈 식히고 껍질을 벗긴다.2. 홍피망은 얇게 채 썰고 팽이버섯은 밑동을 잘라 준비하고 숙주는 거두절미하여 끓는 물에 데친 뒤 찬물에 식혀서 물기를 빼고 상추는 채 썬다.3. 쌀국수를 물에 불렸다가 끓는 물에 데친 뒤 찬물에 식혀 물기를 제거한다.4. 따뜻한 물에 라이스페이퍼를 담궜다가 꺼내 면보 위에 놓고 물기를 살짝 제거하고 1, 2, 3을 올리고 조심스럽게 말아준다.5. 마늘은 다지고 양파, 홍고추, 청고추는 0.3mm로 잘게 썬다.6. 팬에 고추기름을 두르고 다진 마늘을 볶다가 양파를 넣고 청, 홍고추를 넣어 살짝 볶은 뒤 물, 식초, 설탕을 넣고 물전분으로 농도를 맞춘다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
레몬이 들어간 새우 케밥,"새우 60g, 꿀 7g, 밥 80g, 홍고추 5g, 올리브오일 2g, 마늘 1g, 생강 1g, 대나무꼬치 [살사]토마토콩카세 20g, 오이 15g, 홍고추 5g, 라임주스 3g, 라임제스트 1g","꿀, 오이, 밥, 라임주스, 올리브오일, 새우, 라임제스트, 생강, 대나무꼬치토마토콩카세, 마늘, 홍고추","1. 새우는 꼬리 부분을 남겨두고 껍질을 벗겨 내장을 제거하고 꼬지는 물에 담군다.2. 고추는 다지고 라임제스트를 준비하고 토마토는 껍질을 벗겨 과육만 준비하고 생강은 다진다.3. 유리볼에 꿀, 고추, 마늘, 생강을 넣고 잘 섞는다.4. 꼬치는 물기를 제거한 뒤 1의 새우를 꼿고, 3으로 양념한 뒤 팬에 굽는다.5. 유리볼에 토마토콩카세, 오이, 양파, 고추, 라임주스와 제스트를 넣고 잘 섞어서 살사를 만든다.6. 접시에 밥을 담고 그 위에 구운 새우와 살사를 올린다.7. 접시에 밥을 담고 그 위에 구운 새우를 얹은 후 새우 위에 살사를 올려 마무리한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
롤피자,"밀가루중력분 80g, 이스트 2g, 따뜻한물 20g, 소금 1g, 올리브오일 1g, 청피망 10g, 홍피망 10g, 베이컨 5g, 양파 10g, 양송이 5g, 토마토소스 5g, 모짜렐라 치즈 12g, 바질 1g, 오레가노 1g, 파마산치즈 2g","파마산치즈, 오레가노, 밀가루중력분, 베이컨, 모짜렐라치즈, 토마토소스, 소금, 올리브오일, 바질, 홍피망, 따뜻한물, 양송이, 청피망, 양파, 이스트","1. 볼에 밀가루를 담고 가운데에 웅덩이를 만들어 따뜻한 물과 이스트를 넣어 녹인 후 소금을 넣고 밀가루를 조금씩 섞으며 반죽을 한다.2. 반죽이 하나로 뭉쳐지면 랩으로 싸서 따뜻한 곳에서 30분 정도 발효시킨다.3. 발효된 반죽을 밀대를 이용하여 넓게 편다.4. 청, 홍피망은 꼭지부분을 썰어내고 링 모양으로 썰어 심지를 제거하고 베이컨, 양파, 양송이는 슬라이스 한다.5. 3을 오븐용 팬에 옮긴 뒤 토마토소스를 바르고 준비된 재료들과 피자치즈를 올린다.6. 반죽을 말아서 윗부분에 칼집을 넣은 뒤 175℃로 예열된 오븐에 굽는다.",고혈압,쑥갓 당근 감잎 감 즙 샐러리 미나리 다시마 양파 완두콩 꽁치 동태 생선
