,userID,age,sex,관심등록기관,관심등록질환,건강기능식품하트기록,레시피북마크기록
438,438,23,M,위  ,뇌졸중,"[14778, 21046, 3882, 14128, 883, 30198, 22721, 6148, 12806, 19003, 9737, 15251, 24329, 19328, 29121, 11310, 28193, 20649, 1653, 3268, 6469, 2736, 9373, 3030, 6797, 1901, 673, 3959, 24682, 6432, 214, 12078, 23396, 25511, 18258, 25440, 14197, 5799, 23971, 4204, 26074, 13362, 2735, 18459, 24140, 1189, 24964, 23866, 2721, 29127]","[124, 1030, 840, 504, 608, 172, 224, 660, 1132, 555, 310, 870, 1022, 614, 1040, 359, 644, 252, 1182, 984, 677, 837, 211, 196, 793, 442, 109, 580, 469, 231, 613, 989, 1086, 234, 84, 1184, 435, 1132, 511, 1115, 1072, 1042, 996, 418, 1212, 411, 210, 260, 381, 1126]"
439,439,39,F,눈 ,뇌졸중,"[2523, 8607, 3486, 23858, 25345, 22250, 3092, 8522, 22738, 9993, 15666, 11158, 13836, 17046, 28007, 8024, 19327, 26645, 27972, 12929, 13165, 15352, 16658, 2074, 15857, 23047, 14159, 7297, 9597, 26076, 10132, 10058, 16522, 16821, 27724, 14280, 19438, 3936, 17544, 25801, 28777, 6105, 17598, 17224, 24127, 16216, 2420, 13586, 22100, 25450]","[144, 24, 127, 372, 860, 614, 1225, 717, 403, 876, 164, 1011, 457, 885, 982, 40, 446, 574, 644, 1113, 1089, 867, 591, 1019, 560, 451, 308, 216, 930, 789, 796, 395, 224, 628, 483, 1028, 1213, 559, 857, 20, 662, 1094, 687, 393, 471, 200, 131, 901, 1061, 1117]"
440,440,39,M,과민피부상태,고혈압,"[19067, 3583, 25084, 9869, 30202, 25122, 25940, 17588, 10865, 590, 28772, 23217, 3735, 23166, 4973, 364, 29538, 7749, 16554, 26384, 19171, 30683, 29367, 2206, 5828, 18194, 13445, 15014, 14057, 29743, 3421, 24478, 21580, 21105, 21287, 9343, 27627, 17043, 26808, 13554, 17471, 15729, 7829, 26518, 29017, 3479, 20071, 15617, 24379, 7318]","[457, 458, 350, 492, 986, 928, 801, 956, 782, 261, 838, 540, 428, 472, 774, 178, 869, 743, 323, 382, 1075, 1106, 397, 1128, 1148, 757, 1172, 965, 1167, 1035, 434, 1010, 1107, 1202, 815, 513, 114, 595, 486, 1064, 449, 690, 1049, 130, 286, 1177, 1138, 844, 382, 1012]"
441,441,19,F,혈압조절,천식,"[1915, 2376, 10585, 6645, 14366, 3807, 13381, 21514, 3182, 20274, 11578, 21669, 8956, 4860, 23425, 9857, 662, 1535, 2367, 21736, 20532, 9748, 4038, 215, 16327, 3227, 1146, 23838, 16698, 14941, 29429, 8277, 7605, 16417, 23113, 10730, 5757, 21678, 4105, 30600, 5563, 22285, 20192, 21490, 20975, 26181, 20671, 9201, 1433, 4235]","[87, 926, 754, 1140, 986, 41, 764, 957, 842, 406, 336, 942, 715, 1103, 875, 138, 976, 789, 451, 627, 55, 346, 928, 1175, 105, 781, 349, 811, 977, 801, 172, 557, 1207, 1154, 551, 775, 41, 1233, 1017, 893, 587, 1111, 539, 744, 89, 903, 772, 370, 890, 612]"
442,442,26,M,치아 ,간염,"[27089, 26919, 28317, 20297, 11639, 25208, 8369, 17091, 16109, 27621, 15549, 8516, 1734, 16132, 29764, 3565, 28731, 2502, 24076, 7431, 28377, 19827, 1421, 13998, 27, 7041, 3567, 5111, 720, 4790, 30108, 1782, 17478, 1821, 19552, 16564, 8034, 8731, 7198, 7942, 16518, 23290, 12531, 9470, 30459, 7980, 11909, 27226, 3377, 27068]","[1212, 495, 971, 143, 419, 1149, 152, 604, 1105, 496, 911, 231, 721, 162, 1144, 186, 344, 1167, 744, 335, 300, 312, 526, 54, 777, 895, 578, 776, 1114, 685, 1027, 1235, 684, 805, 475, 248, 193, 603, 912, 21, 12, 410, 528, 429, 78, 1220, 670, 264, 1149, 580]"
443,443,21,F,갱년기 여성,당뇨병,"[17288, 18933, 15781, 5293, 6480, 12688, 7831, 25815, 10041, 482, 15780, 27251, 16876, 21490, 25375, 5231, 4534, 11228, 2698, 18839, 22380, 13894, 6214, 21042, 26409, 11356, 1076, 17651, 25498, 11301, 17157, 8869, 12426, 20488, 17338, 24211, 18237, 7396, 16620, 8917, 4437, 14617, 27975, 3670, 28421, 8040, 12873, 30146, 19609, 15255]","[564, 10, 1166, 68, 827, 640, 228, 701, 544, 719, 1154, 301, 141, 619, 1125, 540, 931, 1046, 312, 365, 611, 578, 103, 119, 899, 10, 919, 104, 522, 161, 108, 529, 801, 640, 996, 444, 782, 63, 795, 604, 814, 1205, 234, 49, 630, 1089, 843, 322, 1141, 835]"
444,444,33,F,배뇨기능 ,간염,"[11130, 30054, 19887, 17467, 325, 14580, 2783, 9838, 16292, 8258, 10515, 15682, 27729, 12275, 1367, 9402, 9348, 363, 14069, 26149, 24899, 17049, 28339, 7836, 13638, 19574, 24309, 21138, 17911, 25228, 11922, 29930, 4400, 27332, 11994, 10288, 13791, 29535, 27071, 2860, 5627, 4173, 17357, 2117, 30687, 26589, 24752, 20198, 19254, 27069]","[1170, 1084, 233, 327, 1051, 931, 667, 449, 406, 53, 1067, 227, 238, 754, 668, 233, 392, 640, 293, 781, 64, 179, 134, 455, 551, 1109, 518, 431, 416, 623, 299, 1003, 492, 332, 861, 480, 405, 191, 932, 589, 273, 471, 731, 1075, 1152, 243, 868, 464, 1036, 607]"
445,445,48,M,월경전변화 ,심근경색증,"[4117, 9481, 5268, 4394, 10066, 30256, 22360, 3364, 14685, 7103, 18377, 5450, 23550, 21737, 14166, 7568, 12699, 117, 21377, 1644, 27445, 14645, 30123, 9144, 5304, 11062, 11519, 5774, 8958, 14217, 20296, 10552, 23131, 27202, 9468, 5294, 13123, 23993, 8763, 17501, 8567, 28534, 18743, 17360, 20801, 26777, 26920, 8136, 12960, 24712]","[834, 836, 1172, 541, 151, 1158, 765, 1035, 915, 467, 1000, 255, 857, 1151, 807, 586, 549, 726, 106, 1210, 51, 1031, 1222, 167, 484, 573, 782, 491, 584, 686, 842, 50, 1219, 1146, 296, 398, 196, 777, 10, 1066, 567, 1031, 679, 964, 829, 160, 452, 868, 215, 1108]"
446,446,57,F,눈 ,고혈압,"[29665, 8074, 30439, 10565, 16431, 5156, 8286, 13295, 18328, 17184, 9544, 18845, 25781, 21115, 15813, 16459, 24220, 26157, 12640, 27904, 30332, 7566, 8531, 3995, 23112, 13128, 16426, 20480, 13251, 18508, 11981, 29594, 214, 26619, 17, 10132, 24250, 25652, 28314, 14040, 5727, 8162, 9295, 29913, 14251, 20503, 25416, 21197, 22466, 20977]","[852, 615, 144, 944, 781, 800, 787, 875, 752, 324, 1159, 870, 789, 1072, 555, 836, 1161, 490, 65, 96, 796, 1241, 79, 514, 876, 1067, 319, 1115, 881, 329, 1046, 1011, 239, 1190, 1118, 616, 685, 180, 91, 711, 836, 911, 1088, 532, 500, 859, 1093, 671, 1236, 93]"
447,447,41,F,인지능력 ,심근경색증,"[16058, 23366, 24288, 12019, 13761, 18937, 7958, 4315, 17120, 12438, 20549, 13992, 20691, 28334, 5049, 7248, 5099, 2755, 16693, 14504, 12018, 6733, 24657, 4147, 18360, 16137, 13903, 13936, 24323, 21551, 25617, 25586, 5533, 24600, 5560, 6464, 3072, 30660, 18893, 19578, 23437, 25707, 4110, 29809, 3538, 19885, 9220, 6106, 10322, 10837]","[154, 365, 66, 1206, 602, 1043, 426, 620, 593, 26, 1178, 694, 20, 1012, 872, 400, 258, 1171, 723, 1227, 90, 999, 243, 418, 1227, 453, 1154, 1152, 850, 257, 59, 274, 274, 115, 309, 326, 273, 302, 627, 953, 7, 1188, 1057, 197, 1014, 514, 1179, 667, 479, 506]"
448,448,50,M,요로 ,아토피성 피부염,"[27487, 11140, 24284, 14299, 30389, 22857, 6326, 17226, 14574, 1233, 21958, 18762, 20988, 23038, 23225, 22855, 19093, 28269, 3262, 10866, 7999, 19468, 26020, 14521, 10425, 21889, 8617, 14220, 607, 25113, 26399, 4990, 28402, 1319, 29476, 18045, 653, 6646, 3513, 2800, 5346, 16299, 13956, 19843, 19994, 21986, 21517, 4715, 26708, 14716]","[984, 430, 179, 784, 802, 4, 974, 504, 886, 660, 1130, 186, 1024, 567, 677, 1069, 898, 281, 453, 269, 1206, 1166, 1166, 1201, 787, 764, 630, 744, 662, 922, 806, 1140, 1022, 476, 687, 1178, 349, 109, 1088, 29, 812, 995, 35, 391, 1082, 794, 1117, 1127, 302, 976]"
449,449,50,F,혈압조절,당뇨병,"[20705, 27551, 29223, 7004, 13021, 29510, 20245, 21569, 22455, 25961, 28691, 18075, 10868, 8486, 4268, 19025, 3354, 12196, 5242, 14613, 27466, 30515, 17744, 22191, 12941, 4757, 9112, 26393, 16743, 23848, 19346, 21799, 16543, 3332, 9763, 28446, 28308, 24915, 22513, 3365, 23169, 640, 21108, 29521, 21845, 16223, 6909, 22820, 10639, 11321]","[427, 1081, 121, 584, 424, 838, 688, 576, 541, 1058, 323, 334, 67, 776, 320, 310, 1140, 149, 474, 540, 1028, 839, 917, 1198, 990, 415, 1032, 295, 1027, 1225, 236, 577, 86, 423, 1206, 81, 248, 1215, 556, 56, 762, 1011, 745, 116, 296, 323, 176, 369, 263, 1022]"
450,450,33,M,칼슘 흡수,심근경색증,"[21959, 21335, 2768, 18713, 12860, 29774, 4743, 10785, 23305, 16677, 17107, 15229, 8795, 17690, 3954, 15361, 30121, 20775, 7727, 23862, 3255, 21520, 3590, 24522, 7610, 30278, 7985, 8858, 17182, 9420, 23634, 28406, 23650, 4337, 12556, 26393, 24808, 7907, 27768, 11353, 8469, 29335, 22265, 22689, 22795, 28970, 24964, 6084, 17718, 4796]","[631, 976, 1091, 441, 1009, 732, 99, 131, 479, 1199, 325, 1043, 116, 676, 226, 569, 798, 479, 75, 1227, 415, 299, 718, 466, 1051, 910, 639, 782, 277, 1084, 723, 393, 1090, 815, 274, 405, 707, 905, 794, 892, 119, 126, 791, 370, 88, 760, 393, 210, 23, 519]"
451,451,25,M,피로 ,뇌졸중,"[17075, 11386, 3763, 2631, 2464, 12255, 18828, 26010, 11604, 26007, 10420, 30626, 14615, 6158, 30777, 3746, 12523, 14875, 3121, 20376, 3047, 9772, 28741, 21467, 21828, 21717, 28410, 19749, 2928, 30600, 27568, 29665, 25483, 9905, 29473, 16245, 776, 18123, 5272, 17822, 15986, 22343, 14368, 2496, 13793, 19715, 5034, 20169, 3079, 25090]","[714, 935, 952, 54, 184, 304, 1170, 567, 451, 683, 139, 251, 1214, 352, 233, 78, 577, 1132, 260, 1102, 168, 1080, 182, 717, 259, 634, 703, 516, 708, 556, 984, 762, 852, 861, 452, 570, 633, 520, 519, 585, 685, 805, 382, 274, 518, 342, 668, 1229, 463, 1238]"
452,452,55,F,위  ,심근경색증,"[16748, 13883, 10148, 12067, 18626, 29462, 206, 12053, 3856, 1516, 18874, 30516, 17539, 3617, 25178, 28740, 27793, 24451, 19244, 2024, 17116, 11876, 17189, 15257, 864, 13683, 2030, 17906, 1171, 15875, 30654, 29858, 25436, 8347, 8082, 2688, 16372, 706, 29532, 10808, 12292, 27027, 30775, 24226, 17229, 27518, 18070, 10591, 18062, 17481]","[605, 11, 190, 217, 241, 445, 479, 300, 124, 87, 221, 909, 201, 907, 1241, 214, 548, 10, 330, 970, 875, 537, 1190, 606, 577, 437, 309, 279, 1029, 1020, 1145, 379, 268, 500, 658, 117, 173, 1238, 974, 647, 759, 1168, 756, 85, 90, 798, 1026, 838, 979, 271]"
453,453,51,M,기억력 ,심근경색증,"[2574, 12982, 4377, 755, 11855, 19580, 26578, 21064, 26066, 14791, 15103, 30676, 24594, 12106, 14918, 9106, 4585, 12565, 3125, 20115, 28921, 2355, 14143, 1779, 15595, 26797, 7364, 25281, 11756, 20688, 17032, 22031, 5250, 7362, 22986, 8769, 8837, 1733, 28084, 16315, 21807, 17459, 27223, 17015, 9982, 12804, 29024, 7866, 11348, 3014]","[192, 796, 5, 1152, 1189, 726, 421, 810, 672, 952, 729, 754, 860, 35, 401, 85, 516, 708, 1119, 242, 267, 844, 366, 856, 360, 71, 808, 1016, 941, 609, 391, 116, 22, 87, 731, 790, 785, 742, 679, 1077, 776, 42, 125, 103, 571, 150, 1056, 474, 98, 558]"
454,454,43,M,혈당조절,천식,"[15162, 23658, 19796, 21115, 6536, 14213, 23529, 3792, 18590, 27540, 25542, 10889, 21047, 25601, 18969, 26805, 26431, 3225, 22328, 12189, 8630, 22577, 30186, 26182, 28351, 12861, 30251, 15887, 30503, 3043, 11473, 29708, 29606, 28549, 16235, 8684, 10915, 30759, 68, 10472, 28558, 21768, 14934, 27837, 12138, 22843, 10141, 23001, 24959, 12060]","[1109, 1061, 141, 972, 456, 538, 613, 236, 1085, 431, 35, 74, 584, 563, 282, 73, 520, 235, 367, 1049, 351, 674, 799, 554, 1097, 559, 507, 1117, 466, 550, 1017, 1169, 343, 904, 260, 1016, 977, 29, 1135, 658, 643, 413, 196, 563, 1179, 139, 213, 193, 541, 3]"
455,455,34,M,근력 ,간염,"[28449, 1392, 11720, 414, 2666, 19032, 13751, 23523, 13075, 21782, 3583, 24482, 26892, 4733, 26104, 14780, 6370, 7976, 14457, 16844, 1433, 5976, 3775, 23256, 20480, 4127, 16595, 29466, 18351, 2607, 8621, 20051, 11180, 14166, 17853, 17234, 12586, 5358, 21272, 3354, 15036, 7215, 30200, 12190, 28956, 20346, 24062, 13381, 25658, 23356]","[406, 994, 283, 586, 1003, 709, 544, 826, 35, 55, 1122, 1085, 640, 724, 916, 1064, 890, 880, 638, 826, 382, 1131, 196, 367, 156, 1105, 673, 1206, 58, 420, 1174, 53, 944, 275, 394, 90, 477, 269, 229, 724, 1164, 673, 1062, 249, 216, 457, 1176, 486, 498, 449]"
456,456,45,M,수면질 ,빈혈,"[1047, 14985, 18971, 19116, 6453, 29734, 15392, 6368, 18232, 22973, 6380, 7034, 12997, 24492, 9381, 2879, 7357, 3625, 27629, 24204, 17642, 21335, 19276, 6734, 28979, 9483, 636, 30570, 651, 27356, 23190, 25286, 14230, 29444, 12915, 10208, 22031, 5761, 19068, 3400, 17133, 19938, 24324, 24585, 18770, 12843, 13703, 20033, 18373, 25945]","[333, 1112, 397, 271, 681, 1029, 1217, 1210, 714, 1179, 768, 574, 676, 833, 907, 467, 27, 845, 600, 1112, 950, 259, 15, 203, 162, 338, 32, 957, 993, 1089, 42, 859, 830, 212, 997, 535, 640, 349, 343, 93, 424, 1081, 495, 441, 106, 607, 572, 584, 764, 992]"
457,457,30,M,장 ,당뇨병,"[9052, 17096, 25741, 8021, 8763, 18822, 10501, 29105, 24312, 3220, 16602, 19855, 30246, 25152, 10697, 27937, 6859, 16931, 706, 18357, 4201, 28423, 11984, 29646, 7662, 27656, 27255, 10058, 4697, 16269, 2797, 19243, 5885, 13835, 14927, 29395, 29493, 29268, 28684, 15326, 16917, 8409, 5686, 20837, 5797, 27056, 23686, 22118, 10878, 23628]","[293, 838, 17, 138, 1201, 745, 961, 1, 987, 268, 141, 364, 1200, 740, 801, 1021, 740, 543, 342, 690, 1083, 1108, 489, 856, 1187, 74, 763, 234, 864, 83, 560, 31, 682, 491, 62, 282, 441, 715, 205, 831, 270, 1080, 657, 976, 318, 354, 950, 1184, 1110, 458]"
458,458,51,M,전립선 ,간염,"[15649, 21284, 17169, 27109, 3898, 17444, 14921, 17825, 11876, 27302, 4331, 16356, 15118, 9393, 10336, 3805, 22906, 16431, 8564, 21962, 1752, 775, 27948, 26373, 15753, 7926, 20195, 545, 4159, 11611, 11303, 2307, 17001, 19038, 24441, 9985, 17330, 14215, 30002, 15630, 999, 18548, 7880, 20780, 16539, 4674, 14528, 24318, 2117, 18056]","[1223, 556, 819, 1103, 757, 625, 983, 855, 270, 120, 592, 833, 629, 780, 529, 1048, 673, 347, 1211, 988, 625, 60, 583, 524, 475, 142, 984, 293, 547, 31, 352, 881, 1074, 1106, 361, 931, 468, 1106, 106, 712, 219, 991, 585, 780, 26, 22, 961, 1185, 439, 179]"
459,459,30,F,피부 ,천식,"[29540, 1947, 21679, 5783, 20460, 16901, 19946, 22866, 28830, 13872, 16529, 11960, 10141, 15518, 28813, 19609, 16374, 10359, 406, 28792, 15925, 22407, 2544, 19855, 11425, 26227, 11376, 24891, 1123, 460, 167, 21379, 6184, 5134, 24335, 9297, 12519, 17445, 9260, 22497, 11318, 27241, 4652, 6013, 19675, 20655, 7130, 26039, 84, 21078]","[1090, 72, 621, 676, 416, 580, 609, 1103, 740, 1152, 437, 384, 500, 408, 4, 1051, 946, 1081, 32, 879, 390, 1015, 858, 711, 19, 570, 830, 439, 617, 501, 880, 1230, 709, 252, 1000, 995, 376, 806, 239, 340, 568, 623, 84, 1232, 655, 622, 927, 1056, 783, 78]"
460,460,43,F,활성산소 제거,아토피성 피부염,"[9202, 17276, 26772, 19105, 25360, 20863, 13499, 25487, 18740, 16887, 9461, 3304, 29015, 16685, 25695, 20316, 16293, 24836, 12850, 29304, 6928, 10056, 25414, 26166, 20876, 30620, 4561, 25011, 30399, 12295, 26075, 11452, 18604, 16764, 2787, 13366, 20098, 16608, 23473, 9484, 15081, 20584, 8314, 1445, 9622, 1226, 2718, 10925, 7910, 4354]","[252, 136, 96, 1176, 2, 597, 1103, 552, 524, 239, 241, 1002, 1054, 959, 1088, 861, 382, 89, 557, 202, 961, 633, 676, 1121, 894, 359, 147, 881, 923, 797, 444, 73, 72, 174, 603, 1028, 503, 411, 1150, 713, 268, 1124, 1220, 1180, 895, 327, 724, 169, 765, 232]"
461,461,33,F,면역 기능,빈혈,"[26131, 11235, 5602, 12247, 17086, 7098, 9018, 26522, 22156, 21377, 3841, 11428, 2460, 4103, 6658, 26552, 14499, 18325, 11061, 20283, 4057, 18774, 29267, 21311, 25534, 3405, 19793, 3145, 1314, 1259, 16512, 18585, 22760, 19543, 8461, 17146, 13826, 13139, 26786, 20079, 26916, 13042, 5237, 21161, 21946, 10759, 30328, 17484, 19239, 28952]","[258, 1002, 1025, 1012, 706, 149, 595, 309, 480, 960, 1220, 1107, 508, 525, 478, 686, 199, 118, 990, 1138, 1184, 207, 980, 1202, 120, 853, 342, 598, 479, 953, 437, 340, 683, 666, 947, 714, 935, 165, 794, 701, 426, 132, 990, 535, 711, 919, 814, 1235, 164, 769]"
462,462,45,M,운동수행 능력,당뇨병,"[28904, 5447, 28425, 25294, 13857, 24174, 12067, 18817, 17409, 3367, 2703, 17899, 14631, 8126, 170, 816, 4996, 3106, 8295, 7871, 21454, 19455, 13872, 28207, 13573, 13171, 12795, 26158, 23343, 28652, 29746, 7295, 9422, 5546, 829, 20659, 11607, 4574, 23682, 26529, 4631, 29057, 4905, 14992, 971, 22367, 28871, 30378, 27864, 20704]","[1032, 1178, 1011, 553, 675, 492, 882, 1224, 780, 983, 1006, 317, 1093, 1238, 176, 846, 546, 590, 761, 467, 1087, 931, 151, 55, 961, 1064, 702, 795, 620, 197, 251, 1172, 134, 945, 410, 624, 441, 690, 181, 696, 925, 957, 356, 373, 108, 424, 849, 327, 155, 1184]"
463,463,21,F,활성산소 제거,당뇨병,"[7355, 9906, 2653, 23465, 7292, 16171, 21876, 5316, 15401, 27143, 11272, 14106, 12078, 512, 1871, 16834, 23835, 27080, 11800, 381, 12576, 7826, 19774, 14506, 17235, 15556, 29181, 24234, 27337, 9138, 1541, 9939, 28690, 25371, 3285, 29769, 25668, 16954, 1773, 20117, 3682, 22482, 21600, 8551, 6962, 11935, 20054, 3508, 2170, 7020]","[994, 613, 58, 1081, 58, 564, 1183, 1016, 880, 735, 899, 1015, 583, 1160, 564, 1097, 587, 583, 783, 671, 1043, 1050, 1237, 1198, 768, 70, 427, 341, 1171, 381, 454, 37, 996, 223, 330, 510, 725, 893, 101, 426, 1088, 1205, 668, 1235, 323, 1009, 876, 244, 478, 76]"
464,464,52,F,피부 ,협심증,"[656, 10258, 27701, 13012, 636, 23287, 23035, 8593, 18667, 6522, 19898, 24990, 5039, 1152, 19445, 25336, 2116, 25742, 2162, 27128, 954, 14828, 12220, 30266, 4811, 28829, 6978, 29907, 2031, 27771, 5206, 1638, 11657, 5903, 26692, 15159, 6444, 25938, 3052, 29080, 23960, 14374, 19558, 28663, 25138, 3329, 7332, 17744, 6771, 3616]","[1052, 731, 232, 569, 1197, 676, 776, 1072, 619, 1040, 692, 72, 686, 1093, 317, 611, 226, 1006, 689, 220, 1240, 1177, 262, 433, 346, 987, 854, 837, 782, 254, 879, 387, 1039, 905, 662, 433, 910, 399, 719, 475, 877, 394, 149, 408, 29, 757, 419, 446, 624, 721]"
465,465,24,M,수면질 ,뇌졸중,"[6790, 7832, 8696, 4660, 8321, 17102, 15191, 16330, 19599, 7215, 16071, 23601, 2763, 271, 2286, 3250, 11439, 23553, 22275, 7002, 19929, 27344, 28334, 5797, 15964, 26789, 7210, 12640, 20405, 29901, 9233, 23079, 25922, 9421, 3667, 9049, 5301, 2823, 11446, 12767, 12235, 8581, 11928, 27148, 3318, 21621, 16644, 3192, 13081, 7853]","[272, 323, 874, 516, 986, 134, 750, 963, 613, 911, 113, 1101, 858, 1241, 1163, 438, 279, 701, 724, 3, 683, 557, 1077, 363, 469, 182, 307, 53, 77, 1231, 1193, 388, 994, 915, 1083, 587, 254, 357, 920, 834, 1106, 451, 940, 1228, 891, 844, 672, 663, 226, 363]"
466,466,23,M,면역 기능,아토피성 피부염,"[851, 2333, 13314, 7710, 19654, 1934, 23198, 30496, 7371, 2710, 855, 12140, 11218, 14541, 15702, 19479, 5659, 5853, 3155, 16772, 6232, 19891, 15526, 333, 4506, 11334, 23818, 4794, 17212, 16971, 17724, 28676, 10541, 28905, 29112, 8878, 4113, 5980, 10369, 13520, 16153, 24555, 15937, 15952, 13903, 1252, 4570, 29924, 25492, 24605]","[471, 560, 234, 60, 172, 1221, 318, 464, 1199, 612, 636, 958, 60, 606, 1215, 699, 463, 220, 1090, 888, 564, 1022, 180, 752, 697, 935, 574, 221, 436, 880, 714, 1034, 450, 2, 1080, 273, 1078, 1045, 156, 301, 1190, 232, 1117, 613, 177, 269, 430, 540, 1133, 1093]"
467,467,50,F,혈중 중성지방 ,뇌졸중,"[21617, 8696, 10694, 1483, 18391, 25845, 12819, 9077, 7988, 18542, 29327, 8274, 8178, 4981, 1419, 30772, 27324, 865, 26018, 13411, 13783, 8865, 29907, 26978, 29940, 21059, 9678, 11834, 2502, 1699, 9396, 24433, 3817, 2985, 17626, 16088, 24551, 17690, 6136, 19530, 25897, 22350, 6841, 4827, 17956, 17069, 26713, 3122, 2940, 13364]","[863, 475, 197, 1125, 986, 457, 1194, 651, 345, 496, 1017, 859, 997, 54, 1134, 1170, 742, 52, 1203, 991, 168, 788, 47, 1162, 177, 952, 579, 480, 73, 249, 575, 605, 301, 1171, 364, 1077, 276, 266, 979, 96, 810, 8, 706, 1133, 224, 1072, 896, 1041, 757, 162]"
468,468,34,F,갱년기 여성,천식,"[5746, 24707, 29179, 12830, 28032, 2211, 29854, 12533, 7673, 3626, 3795, 6972, 8991, 24185, 677, 30758, 4861, 26879, 30619, 26019, 3548, 2037, 13748, 21347, 25367, 8988, 24883, 18117, 22642, 26162, 10112, 20177, 4119, 8560, 21799, 6837, 7685, 30760, 28885, 22068, 25968, 18434, 14935, 22354, 9031, 7276, 8791, 14047, 20155, 4548]","[324, 38, 202, 949, 210, 1228, 384, 553, 600, 1124, 445, 357, 1152, 403, 949, 472, 370, 366, 826, 720, 338, 546, 59, 381, 225, 145, 141, 175, 234, 91, 1038, 672, 741, 377, 396, 797, 491, 136, 1157, 1140, 1195, 639, 1114, 1227, 810, 780, 237, 209, 756, 502]"
469,469,54,F,피부 ,당뇨병,"[28994, 4278, 20251, 14267, 3541, 8826, 29974, 4104, 7480, 7848, 1822, 22404, 24981, 24591, 20635, 2023, 9453, 27769, 4677, 8900, 19969, 6643, 16448, 17825, 6202, 7926, 7928, 11002, 5585, 4360, 9458, 13471, 990, 3348, 27176, 12903, 1527, 27549, 3898, 17881, 16276, 20826, 28175, 1748, 18518, 21935, 27147, 7723, 21041, 18406]","[876, 867, 980, 1162, 825, 832, 1197, 1033, 349, 404, 871, 183, 172, 898, 1118, 571, 606, 771, 1220, 315, 122, 525, 559, 1158, 794, 518, 901, 1189, 477, 843, 722, 820, 255, 517, 158, 71, 1200, 897, 486, 822, 109, 808, 711, 375, 434, 167, 1119, 63, 512, 75]"
470,470,56,F,운동수행 능력,고혈압,"[5602, 23940, 29902, 26389, 14561, 29595, 15633, 15116, 23792, 5709, 19504, 18042, 894, 22776, 2162, 11758, 14703, 9805, 16522, 9298, 17792, 27553, 20804, 4917, 13101, 28481, 6190, 18652, 21566, 26706, 22244, 8998, 19222, 674, 6775, 27060, 24374, 11079, 2279, 8008, 1342, 29860, 4612, 16320, 3145, 1580, 28558, 4317, 13394, 12167]","[38, 424, 49, 27, 224, 295, 454, 1117, 657, 552, 885, 1169, 248, 607, 1107, 252, 492, 608, 557, 930, 696, 870, 567, 124, 921, 816, 503, 1093, 825, 137, 142, 874, 1212, 652, 835, 795, 499, 247, 418, 844, 57, 784, 170, 63, 284, 674, 1157, 64, 73, 375]"
471,471,32,M,갱년기남성 ,당뇨병,"[30626, 24547, 5545, 2707, 26630, 5896, 1669, 19764, 27451, 18752, 18321, 20901, 3503, 24960, 24526, 3791, 17190, 4214, 643, 3017, 21195, 20744, 28117, 7337, 11583, 21184, 13980, 10746, 26595, 22318, 13890, 15910, 22547, 12052, 28200, 21839, 3334, 18663, 16306, 8489, 25579, 1467, 4007, 25107, 1005, 1930, 25312, 25162, 16643, 23466]","[241, 1235, 815, 70, 681, 939, 116, 33, 570, 824, 290, 1, 608, 81, 170, 1002, 950, 722, 748, 9, 23, 1131, 114, 664, 164, 1017, 365, 227, 55, 237, 639, 1062, 1055, 850, 560, 693, 1201, 315, 124, 538, 321, 1131, 673, 824, 597, 89, 355, 428, 1037, 60]"
472,472,26,M,혈압조절,간염,"[11885, 6586, 26808, 9388, 10112, 22298, 4690, 13319, 22628, 29571, 27875, 28222, 18671, 12823, 21491, 30416, 9449, 26527, 18348, 17181, 25112, 8964, 17007, 28080, 13105, 8325, 14741, 16443, 3407, 14776, 11136, 3328, 365, 16292, 30272, 19030, 17020, 23398, 16929, 4853, 22922, 17002, 8360, 13209, 29245, 2656, 19060, 17577, 10974, 10140]","[1057, 1179, 1225, 1032, 152, 792, 475, 339, 474, 131, 127, 1059, 1067, 496, 580, 1198, 134, 558, 570, 1034, 389, 265, 1025, 979, 833, 990, 432, 1014, 223, 152, 1062, 387, 1127, 545, 754, 1030, 1078, 773, 1157, 422, 529, 359, 1183, 275, 537, 1014, 193, 1075, 1198, 159]"
473,473,37,M,요로 ,간염,"[28231, 13783, 12472, 29027, 1114, 4575, 5395, 10843, 26731, 24456, 29236, 19757, 11237, 24540, 9323, 8246, 24261, 672, 2097, 29372, 10230, 3311, 23759, 18287, 7822, 9217, 18139, 1909, 21013, 3246, 27897, 7684, 28567, 28206, 16702, 20813, 23687, 2395, 8105, 20732, 20185, 4125, 5972, 22015, 11919, 5524, 23254, 9871, 26184, 28520]","[1240, 217, 37, 827, 1037, 203, 354, 1019, 970, 925, 578, 429, 332, 302, 847, 498, 307, 1119, 518, 711, 1122, 453, 322, 3, 216, 764, 809, 416, 777, 801, 176, 1231, 385, 841, 1002, 1019, 1200, 861, 1123, 248, 997, 196, 1203, 774, 555, 118, 393, 345, 959, 607]"
